Photographer,Photo URL,License,Taken Date,Upload Date,Views,Comments,Title,Description,Tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2056537210/,(c) All Rights Reserved,Thu Nov 22 02:00:52 GMT-0500 2007,Thu Nov 22 22:37:54 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",4,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/2076758940/,(c) All Rights Reserved,Fri Nov 30 00:17:25 GMT-0500 2007,Fri Nov 30 15:55:36 GMT-0500 2007,"Latitude:10.264586, Longitude:-61.462669",40,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21199437103/,(c) All Rights Reserved,Sun Sep 20 07:03:43 GMT-0400 2015,Tue Sep 29 17:26:16 GMT-0400 2015,0,0,022,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5875946837/,(c) All Rights Reserved,Sun Jun 26 09:05:04 GMT-0400 2011,Mon Jun 27 04:38:18 GMT-0400 2011,52,0,022,(no description),"""quiscalus lugubris"" ""carib grackle"" Blanchisseuse Trinidad ""Trinidad and Tobago"" ""laguna mar"" Caribbean ""West Indies"""
TaranRampersad,https://www.flickr.com/photos/knowprose/8920102902/,(c) All Rights Reserved,Sat Jun 1 15:57:39 GMT-0400 2013,Sun Jun 2 00:12:44 GMT-0400 2013,73,0,022,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19410116271/,(c) All Rights Reserved,Sat Jun 6 05:11:43 GMT-0400 2015,Sat Jul 4 09:11:38 GMT-0400 2015,33,0,023,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056538982/,(c) All Rights Reserved,Thu Nov 22 02:01:01 GMT-0500 2007,Thu Nov 22 22:38:50 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",9,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21808708472/,(c) All Rights Reserved,Sun Sep 20 07:03:43 GMT-0400 2015,Tue Sep 29 17:26:42 GMT-0400 2015,0,0,023,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5875947265/,(c) All Rights Reserved,Sun Jun 26 09:05:25 GMT-0400 2011,Mon Jun 27 04:38:32 GMT-0400 2011,48,0,023,(no description),"""quiscalus lugubris"" ""carib grackle"" Blanchisseuse Trinidad ""Trinidad and Tobago"" ""laguna mar"" Caribbean ""West Indies"""
TaranRampersad,https://www.flickr.com/photos/knowprose/8919488897/,(c) All Rights Reserved,Sat Jun 1 15:57:48 GMT-0400 2013,Sun Jun 2 00:12:59 GMT-0400 2013,61,0,023,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19219763189/,(c) All Rights Reserved,Sat Jun 6 05:11:52 GMT-0400 2015,Sat Jul 4 09:11:39 GMT-0400 2015,33,0,024,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21633657459/,(c) All Rights Reserved,Sun Sep 20 07:03:44 GMT-0400 2015,Tue Sep 29 17:27:06 GMT-0400 2015,0,0,024,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/6497172661/,(c) All Rights Reserved,Sun Dec 11 11:25:29 GMT-0500 2011,Sun Dec 11 23:33:23 GMT-0500 2011,12,0,024,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8919490443/,(c) All Rights Reserved,Sat Jun 1 15:57:55 GMT-0400 2013,Sun Jun 2 00:13:12 GMT-0400 2013,57,0,024,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19218356398/,(c) All Rights Reserved,Sat Jun 6 05:12:03 GMT-0400 2015,Sat Jul 4 09:11:40 GMT-0400 2015,38,0,025,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21830078681/,(c) All Rights Reserved,Sun Sep 20 07:03:44 GMT-0400 2015,Tue Sep 29 17:27:26 GMT-0400 2015,0,0,025,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8920108084/,(c) All Rights Reserved,Sat Jun 1 15:58:00 GMT-0400 2013,Sun Jun 2 00:13:28 GMT-0400 2013,62,0,025,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/21808730252/,(c) All Rights Reserved,Sun Sep 20 07:03:46 GMT-0400 2015,Tue Sep 29 17:27:47 GMT-0400 2015,0,0,026,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19410078331/,(c) All Rights Reserved,Sat Jun 6 05:12:47 GMT-0400 2015,Sat Jul 4 09:11:40 GMT-0400 2015,27,0,027,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21794420866/,(c) All Rights Reserved,Sun Sep 20 07:03:46 GMT-0400 2015,Tue Sep 29 17:28:14 GMT-0400 2015,0,0,027,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19399706982/,(c) All Rights Reserved,Wed Jun 10 05:05:02 GMT-0400 2015,Sat Jul 4 09:11:41 GMT-0400 2015,22,0,028,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21820560315/,(c) All Rights Reserved,Sun Sep 20 07:03:47 GMT-0400 2015,Tue Sep 29 17:28:39 GMT-0400 2015,0,0,028,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8920109618/,(c) All Rights Reserved,Sat Jun 1 15:58:14 GMT-0400 2013,Sun Jun 2 00:13:43 GMT-0400 2013,58,0,028,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/18785288783/,(c) All Rights Reserved,Wed Jun 10 05:06:38 GMT-0400 2015,Sat Jul 4 09:11:42 GMT-0400 2015,34,0,029,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21830894701/,(c) All Rights Reserved,Sun Sep 20 07:03:47 GMT-0400 2015,Tue Sep 29 18:09:01 GMT-0400 2015,0,0,029,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19218307370/,(c) All Rights Reserved,Wed Jun 10 05:07:46 GMT-0400 2015,Sat Jul 4 09:11:42 GMT-0400 2015,34,0,030,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21197825134/,(c) All Rights Reserved,Sun Sep 20 07:03:47 GMT-0400 2015,Tue Sep 29 17:29:26 GMT-0400 2015,0,0,030,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19405902435/,(c) All Rights Reserved,Wed Jun 10 05:08:09 GMT-0400 2015,Sat Jul 4 09:11:42 GMT-0400 2015,36,0,031,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21197830944/,(c) All Rights Reserved,Sun Sep 20 07:03:52 GMT-0400 2015,Tue Sep 29 17:29:44 GMT-0400 2015,0,0,031,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5876514796/,(c) All Rights Reserved,Sun Jun 26 09:54:18 GMT-0400 2011,Mon Jun 27 04:42:13 GMT-0400 2011,90,0,031,(no description),"""quiscalus lugubris"" ""carib grackle"" Blanchisseuse Trinidad ""Trinidad and Tobago"" ""laguna mar"" Caribbean ""West Indies"""
TaranRampersad,https://www.flickr.com/photos/knowprose/8920111864/,(c) All Rights Reserved,Sat Jun 1 15:59:59 GMT-0400 2013,Sun Jun 2 00:14:02 GMT-0400 2013,61,0,031,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19379809386/,(c) All Rights Reserved,Wed Jun 10 05:08:21 GMT-0400 2015,Sat Jul 4 09:11:43 GMT-0400 2015,38,0,032,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21794458296/,(c) All Rights Reserved,Sun Sep 20 07:03:52 GMT-0400 2015,Tue Sep 29 17:30:08 GMT-0400 2015,0,0,032,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8920113458/,(c) All Rights Reserved,Sat Jun 1 16:00:05 GMT-0400 2013,Sun Jun 2 00:14:16 GMT-0400 2013,58,0,032,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/21197847024/,(c) All Rights Reserved,Sun Sep 20 07:03:52 GMT-0400 2015,Tue Sep 29 17:30:32 GMT-0400 2015,0,0,033,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/18785253603/,(c) All Rights Reserved,Wed Jun 10 05:08:46 GMT-0400 2015,Sat Jul 4 09:11:44 GMT-0400 2015,43,0,034,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21794473926/,(c) All Rights Reserved,Sun Sep 20 07:03:52 GMT-0400 2015,Tue Sep 29 17:30:58 GMT-0400 2015,0,0,034,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5875952911/,(c) All Rights Reserved,Sun Jun 26 10:26:17 GMT-0400 2011,Mon Jun 27 04:41:36 GMT-0400 2011,51,0,034,(no description),"""quiscalus lugubris"" ""carib grackle"" Blanchisseuse Trinidad ""Trinidad and Tobago"" ""laguna mar"" Caribbean ""West Indies"""
TaranRampersad,https://www.flickr.com/photos/knowprose/19218275720/,(c) All Rights Reserved,Wed Jun 10 05:09:15 GMT-0400 2015,Sat Jul 4 09:11:44 GMT-0400 2015,37,0,035,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21808799842/,(c) All Rights Reserved,Sun Sep 20 07:03:52 GMT-0400 2015,Tue Sep 29 17:31:20 GMT-0400 2015,0,0,035,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5876514334/,(c) All Rights Reserved,Sun Jun 26 10:40:37 GMT-0400 2011,Mon Jun 27 04:41:59 GMT-0400 2011,9,0,035,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19218274618/,(c) All Rights Reserved,Wed Jun 10 05:09:26 GMT-0400 2015,Sat Jul 4 09:11:45 GMT-0400 2015,81,0,036,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056549390/,(c) All Rights Reserved,Thu Nov 22 02:22:33 GMT-0500 2007,Thu Nov 22 22:44:33 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",7,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21632743328/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 17:31:46 GMT-0400 2015,0,0,036,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21633356268/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 18:02:58 GMT-0400 2015,0,0,036_37_38_39_40Enhancer,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/6497182359/,(c) All Rights Reserved,Sun Dec 11 13:44:19 GMT-0500 2011,Sun Dec 11 23:35:40 GMT-0500 2011,38,0,036,(no description),Chicago Church
TaranRampersad,https://www.flickr.com/photos/knowprose/8920115176/,(c) All Rights Reserved,Sat Jun 1 16:00:42 GMT-0400 2013,Sun Jun 2 00:14:30 GMT-0400 2013,59,0,036,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19219658479/,(c) All Rights Reserved,Wed Jun 10 05:09:44 GMT-0400 2015,Sat Jul 4 09:11:45 GMT-0400 2015,51,0,037,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056549982/,(c) All Rights Reserved,Thu Nov 22 02:23:43 GMT-0500 2007,Thu Nov 22 22:44:57 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/2076150478/,(c) All Rights Reserved,Thu Nov 29 04:49:46 GMT-0500 2007,Fri Nov 30 09:58:19 GMT-0500 2007,"Latitude:10.264586, Longitude:-61.462669",19,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21820630905/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 17:32:13 GMT-0400 2015,0,0,037,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/4916387598/,(c) All Rights Reserved,Sat Aug 21 21:59:52 GMT-0400 2010,Sun Aug 22 10:28:51 GMT-0400 2010,"Latitude:42.523482, Longitude:-89.059209",18,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/8920116196/,(c) All Rights Reserved,Sat Jun 1 16:00:50 GMT-0400 2013,Sun Jun 2 00:14:39 GMT-0400 2013,60,0,037,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19409984081/,(c) All Rights Reserved,Wed Jun 10 05:09:53 GMT-0400 2015,Sat Jul 4 09:11:45 GMT-0400 2015,54,0,038,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2055766021/,(c) All Rights Reserved,Thu Nov 22 02:26:30 GMT-0500 2007,Thu Nov 22 22:46:08 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",8,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/2076151818/,(c) All Rights Reserved,Thu Nov 29 04:50:05 GMT-0500 2007,Fri Nov 30 09:59:05 GMT-0500 2007,"Latitude:10.264586, Longitude:-61.462669",20,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21830183321/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 17:32:38 GMT-0400 2015,0,0,038,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/5917265848/,(c) All Rights Reserved,Fri Jul 8 07:31:46 GMT-0400 2011,Fri Jul 8 20:54:52 GMT-0400 2011,52,0,038_39_40Enhancer,(no description),"Lexani dial tyre tire wheel mag rim ""Lynton Ramasir Ltd."" ""San Fernando"" Trinidad ""Trinidad and Tobago"" Caribbean ""West Indies"" automotive"
TaranRampersad,https://www.flickr.com/photos/knowprose/5916706939/,(c) All Rights Reserved,Fri Jul 8 07:31:46 GMT-0400 2011,Fri Jul 8 20:55:46 GMT-0400 2011,41,0,038_39_40Intensive,(no description),"Lexani dial tyre tire wheel mag rim ""Lynton Ramasir Ltd."" ""San Fernando"" Trinidad ""Trinidad and Tobago"" Caribbean ""West Indies"" automotive"
TaranRampersad,https://www.flickr.com/photos/knowprose/8919501575/,(c) All Rights Reserved,Sat Jun 1 16:01:44 GMT-0400 2013,Sun Jun 2 00:14:49 GMT-0400 2013,59,0,038,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/19218237128/,(c) All Rights Reserved,Wed Jun 10 05:10:05 GMT-0400 2015,Sat Jul 4 09:11:46 GMT-0400 2015,52,0,039,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056554150/,(c) All Rights Reserved,Thu Nov 22 02:26:32 GMT-0500 2007,Thu Nov 22 22:47:14 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",7,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21830191551/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 17:33:03 GMT-0400 2015,0,0,039,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22120307315/,(c) All Rights Reserved,Sun Oct 4 07:35:38 GMT-0400 2015,Mon Oct 12 19:42:29 GMT-0400 2015,0,0,039,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2056554962/,(c) All Rights Reserved,Thu Nov 22 02:26:57 GMT-0500 2007,Thu Nov 22 22:47:38 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21497481384/,(c) All Rights Reserved,Sun Oct 4 07:35:38 GMT-0400 2015,Mon Oct 12 19:42:56 GMT-0400 2015,0,0,040,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21632621740/,(c) All Rights Reserved,Sun Sep 20 07:04:01 GMT-0400 2015,Tue Sep 29 17:33:29 GMT-0400 2015,0,0,040,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8920120750/,(c) All Rights Reserved,Sat Jun 1 16:02:11 GMT-0400 2013,Sun Jun 2 00:15:20 GMT-0400 2013,54,0,040,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/2055769527/,(c) All Rights Reserved,Thu Nov 22 02:26:59 GMT-0500 2007,Thu Nov 22 22:48:05 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",10,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21794530276/,(c) All Rights Reserved,Sun Sep 20 07:20:25 GMT-0400 2015,Tue Sep 29 17:33:52 GMT-0400 2015,0,0,041,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22098754706/,(c) All Rights Reserved,Sun Oct 4 07:35:38 GMT-0400 2015,Mon Oct 12 23:36:59 GMT-0400 2015,0,0,041,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/4964814502/,(c) All Rights Reserved,Sat Sep 4 04:21:26 GMT-0400 2010,Mon Sep 6 14:28:16 GMT-0400 2010,"Latitude:43.100481, Longitude:-90.136127",106,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/8919506373/,(c) All Rights Reserved,Sat Jun 1 16:02:12 GMT-0400 2013,Sun Jun 2 00:15:33 GMT-0400 2013,48,0,041,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056557596/,(c) All Rights Reserved,Thu Nov 22 02:27:46 GMT-0500 2007,Thu Nov 22 22:49:13 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",4,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21199598873/,(c) All Rights Reserved,Sun Sep 20 07:20:25 GMT-0400 2015,Tue Sep 29 17:34:19 GMT-0400 2015,0,0,042,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21932450268/,(c) All Rights Reserved,Sun Oct 4 07:35:38 GMT-0400 2015,Mon Oct 12 19:43:53 GMT-0400 2015,0,0,042,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2056559468/,(c) All Rights Reserved,Thu Nov 22 02:27:49 GMT-0500 2007,Thu Nov 22 22:50:17 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",5,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21633806549/,(c) All Rights Reserved,Sun Sep 20 07:20:25 GMT-0400 2015,Tue Sep 29 17:34:40 GMT-0400 2015,0,0,043,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21938047039/,(c) All Rights Reserved,Sun Oct 4 07:35:45 GMT-0400 2015,Mon Oct 12 23:37:25 GMT-0400 2015,0,0,043,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19399590812/,(c) All Rights Reserved,Wed Jun 10 05:13:01 GMT-0400 2015,Sat Jul 4 09:11:46 GMT-0400 2015,56,0,044,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056561342/,(c) All Rights Reserved,Thu Nov 22 02:27:52 GMT-0500 2007,Thu Nov 22 22:51:26 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",5,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21197933854/,(c) All Rights Reserved,Sun Sep 20 07:20:25 GMT-0400 2015,Tue Sep 29 17:35:01 GMT-0400 2015,0,0,044,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21933431029/,(c) All Rights Reserved,Sun Oct 4 07:35:45 GMT-0400 2015,Mon Oct 12 19:44:49 GMT-0400 2015,0,0,044,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19380418116/,(c) All Rights Reserved,Wed Jun 10 05:13:10 GMT-0400 2015,Sat Jul 4 09:11:11 GMT-0400 2015,37,0,045,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2055777777/,(c) All Rights Reserved,Thu Nov 22 02:27:57 GMT-0500 2007,Thu Nov 22 22:52:47 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",8,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21633819079/,(c) All Rights Reserved,Sun Sep 20 07:20:25 GMT-0400 2015,Tue Sep 29 17:35:18 GMT-0400 2015,0,0,045,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22135065641/,(c) All Rights Reserved,Sun Oct 4 07:35:45 GMT-0400 2015,Mon Oct 12 23:37:53 GMT-0400 2015,0,0,045,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/18783963184/,(c) All Rights Reserved,Wed Jun 10 05:13:27 GMT-0400 2015,Sat Jul 4 09:11:12 GMT-0400 2015,38,0,046,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2056565618/,(c) All Rights Reserved,Thu Nov 22 02:28:00 GMT-0500 2007,Thu Nov 22 22:53:51 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21820696865/,(c) All Rights Reserved,Sun Sep 20 07:20:31 GMT-0400 2015,Tue Sep 29 17:35:38 GMT-0400 2015,0,0,046,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22130445661/,(c) All Rights Reserved,Sun Oct 4 07:35:46 GMT-0400 2015,Mon Oct 12 19:45:43 GMT-0400 2015,0,0,046,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/19400257752/,(c) All Rights Reserved,Wed Jun 10 05:13:54 GMT-0400 2015,Sat Jul 4 09:11:12 GMT-0400 2015,37,0,047,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/21830249461/,(c) All Rights Reserved,Sun Sep 20 07:20:31 GMT-0400 2015,Tue Sep 29 17:35:55 GMT-0400 2015,0,0,047,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21932491258/,(c) All Rights Reserved,Sun Oct 4 07:35:46 GMT-0400 2015,Mon Oct 12 19:46:10 GMT-0400 2015,0,0,047,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/8920123898/,(c) All Rights Reserved,Sat Jun 1 16:03:07 GMT-0400 2013,Sun Jun 2 00:15:47 GMT-0400 2013,86,0,047,(no description),"""Ride The Ducks"" ""Wisconsin Dells"" Dells"
TaranRampersad,https://www.flickr.com/photos/knowprose/18785845363/,(c) All Rights Reserved,Wed Jun 10 05:14:02 GMT-0400 2015,Sat Jul 4 09:11:13 GMT-0400 2015,35,0,048,(no description),"Sunrise ""New Smyrna Beach"" beach Florida seaside outdoor sea"
TaranRampersad,https://www.flickr.com/photos/knowprose/2055782617/,(c) All Rights Reserved,Thu Nov 22 02:28:23 GMT-0500 2007,Thu Nov 22 22:55:38 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21808895222/,(c) All Rights Reserved,Sun Sep 20 07:20:31 GMT-0400 2015,Tue Sep 29 17:36:10 GMT-0400 2015,0,0,048,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22126431545/,(c) All Rights Reserved,Sun Oct 4 07:37:25 GMT-0400 2015,Tue Oct 13 01:00:04 GMT-0400 2015,0,0,048,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2056569918/,(c) All Rights Reserved,Thu Nov 22 02:28:26 GMT-0500 2007,Thu Nov 22 22:56:22 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21632835168/,(c) All Rights Reserved,Sun Sep 20 07:20:31 GMT-0400 2015,Tue Sep 29 17:36:30 GMT-0400 2015,0,0,049,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22098790936/,(c) All Rights Reserved,Sun Oct 4 07:37:25 GMT-0400 2015,Mon Oct 12 23:38:47 GMT-0400 2015,0,0,049,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2055784971/,(c) All Rights Reserved,Thu Nov 22 02:28:37 GMT-0500 2007,Thu Nov 22 22:56:58 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",19,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21503870173/,(c) All Rights Reserved,Sun Oct 4 07:37:25 GMT-0400 2015,Mon Oct 12 23:39:12 GMT-0400 2015,0,0,050,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/21633847969/,(c) All Rights Reserved,Sun Sep 20 07:20:31 GMT-0400 2015,Tue Sep 29 17:36:47 GMT-0400 2015,0,0,050,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2056571652/,(c) All Rights Reserved,Thu Nov 22 02:28:40 GMT-0500 2007,Thu Nov 22 22:57:23 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",6,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21632694280/,(c) All Rights Reserved,Sun Sep 20 07:20:34 GMT-0400 2015,Tue Sep 29 17:37:06 GMT-0400 2015,0,0,051,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/22125003865/,(c) All Rights Reserved,Sun Oct 4 07:37:25 GMT-0400 2015,Mon Oct 12 23:39:37 GMT-0400 2015,0,0,051,(no description),(no tags
TaranRampersad,https://www.flickr.com/photos/knowprose/2055786795/,(c) All Rights Reserved,Thu Nov 22 02:28:43 GMT-0500 2007,Thu Nov 22 22:57:57 GMT-0500 2007,"Latitude:27.784416, Longitude:-82.663536",12,+---------+,+---------------+,+--------+
TaranRampersad,https://www.flickr.com/photos/knowprose/21634484159/,(c) All Rights Reserved,Sun Sep 20 07:20:34 GMT-0400 2015,Tue Sep 29 18:09:25 GMT-0400 2015,0,0,052,(no description),(no tags
